,id,href,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,spotify_id
98,02c129f5-ab7b-4b0d-ba78-194eee547473,https://open.spotify.com/track/0XXyGdcVEHZ6CnmAlNsqKl,0.000413,0.461,0.915,0.0,0.0,0.415,-3.581,1.0,0.0456,176.701,0.526,0XXyGdcVEHZ6CnmAlNsqKl
99,44e13e85-abf2-424b-a0ad-914af2a46b6b,https://open.spotify.com/track/4duwzDXqXM9Sg3I92OAZsC,0.0625,0.641,0.911,0.0,6.0,0.309,-5.372,0.0,0.0862,109.037,0.771,4duwzDXqXM9Sg3I92OAZsC
100,060f290d-17a8-4e3a-afa5-8ddf162f8522,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g,0.103,0.76,0.703,0.0,5.0,0.0913,-5.412,1.0,0.054,95.997,0.57,1u8c2t2Cy7UBoG4ArRcF5g
101,5e2c11cc-3f44-45e7-8262-d868908eb76d,https://open.spotify.com/track/5GjPQ0eI7AgmOnADn1EO6Q,0.936,0.581,0.28,1.56e-05,4.0,0.305,-9.091,0.0,0.0381,137.831,0.813,5GjPQ0eI7AgmOnADn1EO6Q
102,f136b233-1c8d-4ecc-81cf-2bb2d7f1d85b,https://open.spotify.com/track/5CeL9C3bsoe4yzYS1Qz8cw,0.00986,0.693,0.875,0.0,7.0,0.0601,-8.354,0.0,0.0315,120.048,0.899,5CeL9C3bsoe4yzYS1Qz8cw
103,10cc97dc-8973-430d-b082-a6460c741f76,https://open.spotify.com/track/7DD7eSuYSC5xk2ArU62esN,0.188,0.534,0.725,0.0,6.0,0.0994,-7.576,0.0,0.0333,94.963,0.767,7DD7eSuYSC5xk2ArU62esN
104,db22dcef-e65d-4796-9f10-ff4a9dc03c1a,https://open.spotify.com/track/5ZBeML7Lf3FMEVviTyvi8l,0.641,0.482,0.849,7.74e-06,2.0,0.0414,-9.198,1.0,0.0452,124.631,0.937,5ZBeML7Lf3FMEVviTyvi8l
105,b4133141-0492-43ed-b50d-96f806537f5c,https://open.spotify.com/track/2grjqo0Frpf2okIBiifQKs,0.168,0.697,0.832,0.00131,9.0,0.269,-7.264,1.0,0.0298,125.926,0.979,2grjqo0Frpf2okIBiifQKs
106,68753dd7-14f9-48cc-9302-6ee252d117c6,https://open.spotify.com/track/1sjmKmR4u9xDeJHjDCn2bZ,0.411,0.633,0.385,8.72e-05,9.0,0.095,-9.967,1.0,0.0358,113.96,0.647,1sjmKmR4u9xDeJHjDCn2bZ
107,e0b08b8e-d23b-4533-afcc-ac1732e625c7,https://open.spotify.com/track/4N5s8lPTsjI9EGP7K4SXzB,0.0695,0.685,0.738,0.0,8.0,0.128,-4.413,1.0,0.0595,112.972,0.8,4N5s8lPTsjI9EGP7K4SXzB
108,bad818be-076f-4765-ab31-23901c54bfcb,https://open.spotify.com/track/2ixsaeFioXJmMgkkbd4uj1,0.0846,0.717,0.455,0.0,5.0,0.11,-8.303,1.0,0.0276,127.812,0.389,2ixsaeFioXJmMgkkbd4uj1
109,00b9d79a-6e9f-4520-b133-9a8dac1b248f,https://open.spotify.com/track/2GYHyAoLWpkxLVa4oYTVko,0.0983,0.79,0.593,0.00202,1.0,0.065,-9.204,0.0,0.0776,119.958,0.72,2GYHyAoLWpkxLVa4oYTVko
110,3210f731-d347-41c3-be26-d4aa253da9f8,https://open.spotify.com/track/2gG7E5OZi5D5QLRIctv63z,0.297,0.756,0.837,0.0,2.0,0.0567,-6.943,1.0,0.051,132.146,0.588,2gG7E5OZi5D5QLRIctv63z
111,b354d987-86bb-46d2-9ec8-12da711f4afe,https://open.spotify.com/track/2IJftBfq7pJ43tfnOR0RB3,0.0915,0.636,0.467,1.7e-06,4.0,0.117,-10.1,1.0,0.0421,96.639,0.58,2IJftBfq7pJ43tfnOR0RB3
112,c7b7ccfc-d577-484e-bb51-064981f8bbdc,https://open.spotify.com/track/0ikz6tENMONtK6qGkOrU3c,0.271,0.62,0.573,0.0,0.0,0.0607,-11.893,1.0,0.0423,81.548,0.897,0ikz6tENMONtK6qGkOrU3c
113,d1f2928f-234b-4ba4-ab78-be44ea849a0f,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC,0.286,0.673,0.735,0.0,5.0,0.242,-4.733,1.0,0.0457,115.744,0.754,4ofwffwvvnbSkrMSCKQDaC
114,4bc8b06f-d1a4-4eae-ba1b-96c80349f368,https://open.spotify.com/track/2AMysGXOe0zzZJMtH3Nizb,0.0986,0.513,0.629,0.0,4.0,0.146,-9.055,0.0,0.19,70.568,0.498,2AMysGXOe0zzZJMtH3Nizb
115,fa6731b0-6020-4beb-a6cc-51b70eb25423,https://open.spotify.com/track/79z9QkhHePTFsSeVw9uyj0,0.00143,0.632,0.639,0.0,5.0,0.221,-5.938,1.0,0.0259,95.506,0.733,79z9QkhHePTFsSeVw9uyj0
116,d8febe88-d75c-4a51-be57-a5bbee529583,https://open.spotify.com/track/7fWWbkok99Tvh8aly2Buox,0.00116,0.68,0.851,0.00188,11.0,0.308,-7.664,0.0,0.119,127.954,0.59,7fWWbkok99Tvh8aly2Buox
117,6fa83e1a-849e-44fc-af65-4845790cff89,https://open.spotify.com/track/66u6ycRUqlrW9C05QJUmSo,0.117,0.724,0.659,2.83e-06,11.0,0.208,-8.254,0.0,0.194,112.99,0.379,66u6ycRUqlrW9C05QJUmSo
118,1c7c21cb-5ac9-48b2-a65b-ccda259ad08c,https://open.spotify.com/track/6M4nkEPZMj58acftDRTuKL,0.223,0.701,0.638,0.00219,5.0,0.279,-9.061,0.0,0.165,109.96,0.646,6M4nkEPZMj58acftDRTuKL
119,383dc879-f686-4d29-b947-d29e5d1469a2,https://open.spotify.com/track/1pRvlcrVxqdDAyYT1Ym3Wq,0.0208,0.661,0.821,0.000134,8.0,0.384,-8.008,1.0,0.11,149.996,0.551,1pRvlcrVxqdDAyYT1Ym3Wq
120,426d509c-7369-449b-8d1c-69da3f627245,https://open.spotify.com/track/3BovdzfaX4jb5KFQwoPfAw,0.0242,0.776,0.711,0.000353,3.0,0.234,-9.03,0.0,0.0473,138.728,0.901,3BovdzfaX4jb5KFQwoPfAw
121,89146da8-51d8-4805-a304-7709954f966f,https://open.spotify.com/track/4FUfoWMypAyWbOavmYyeNu,0.238,0.757,0.757,0.0,1.0,0.0476,-7.599,1.0,0.0389,124.955,0.967,4FUfoWMypAyWbOavmYyeNu
122,ff7bc8a5-c59f-4995-ac29-72a193f3ea12,https://open.spotify.com/track/4w47YE9rjhmZUdtZjSCb82,0.00892,0.752,0.676,1.94e-06,1.0,0.186,-5.233,0.0,0.0418,95.017,0.425,4w47YE9rjhmZUdtZjSCb82
123,ba414f25-9b83-48ac-b170-46a31346decb,https://open.spotify.com/track/6tHebaRiIFTFraLOB3CgJB,0.596,0.587,0.493,0.832,4.0,0.143,-11.273,0.0,0.0799,171.884,0.274,6tHebaRiIFTFraLOB3CgJB
124,c1640909-6313-4905-a729-dd3e9503335c,https://open.spotify.com/track/0GjEhVFGZW8afUYGChu3Rr,0.358,0.543,0.87,0.000939,9.0,0.792,-6.514,1.0,0.0428,100.804,0.754,0GjEhVFGZW8afUYGChu3Rr
125,5a1d56b3-8f27-4875-ab04-793293a81631,https://open.spotify.com/track/1Je1IMUlBXcx1Fz0WE7oPT,0.101,0.768,0.864,0.0,11.0,0.162,-6.149,1.0,0.0324,110.009,0.891,1Je1IMUlBXcx1Fz0WE7oPT
126,b050ff61-942f-49f2-88d8-6e21f0294e39,https://open.spotify.com/track/2TxCwUlqaOH3TIyJqGgR91,0.295,0.749,0.748,0.000443,2.0,0.469,-7.011,1.0,0.0323,137.547,0.827,2TxCwUlqaOH3TIyJqGgR91
127,190de715-7b54-462f-a71a-cb10404fa892,https://open.spotify.com/track/6tFJdAZGXGsHTdMKmc1NjR,0.0783,0.865,0.763,0.0,4.0,0.105,-5.482,0.0,0.197,106.977,0.683,6tFJdAZGXGsHTdMKmc1NjR
128,78cff5a7-b8c5-47d8-94cd-c4e9e373352d,https://open.spotify.com/track/2bCQHF9gdG5BNDVuEIEnNk,0.247,0.853,0.981,0.468,8.0,0.306,-3.947,1.0,0.0751,118.193,0.595,2bCQHF9gdG5BNDVuEIEnNk
129,ae95e8d8-9696-46a4-a9d4-a0f69cb267f9,https://open.spotify.com/track/3S2R0EVwBSAVMd5UMgKTL0,0.0855,0.773,0.859,0.000187,11.0,0.914,-4.913,1.0,0.0747,118.459,0.813,3S2R0EVwBSAVMd5UMgKTL0
130,ced9693b-e81b-4562-9b15-c59dd567e38b,https://open.spotify.com/track/5ChkMS8OtdzJeqyybCc9R5,0.0236,0.92,0.654,0.0153,11.0,0.036,-3.051,0.0,0.0401,117.046,0.847,5ChkMS8OtdzJeqyybCc9R5
131,7ecaeb91-058e-4e44-9a51-3b225f9db062,https://open.spotify.com/track/0LNyWv4RYKbaXIvzk6nMxZ,0.00173,0.702,0.92,0.0133,0.0,0.127,-5.121,0.0,0.0363,131.986,0.625,0LNyWv4RYKbaXIvzk6nMxZ
132,96ba6a73-9e3b-46f5-8046-9e0080aee227,https://open.spotify.com/track/3WvvYdNIcRBh8pzvZ03khk,0.0579,0.437,0.945,1.79e-06,5.0,0.311,-4.599,1.0,0.0667,98.758,0.633,3WvvYdNIcRBh8pzvZ03khk
133,f92616af-54cd-4f39-854c-1f2433738206,https://open.spotify.com/track/42JySkX0qz4f7XamC4tzGy,0.223,0.46,0.793,2.93e-05,6.0,0.191,-4.271,0.0,0.039,166.914,0.715,42JySkX0qz4f7XamC4tzGy
134,b1038b56-c043-4477-9019-b4e72e1508b3,https://open.spotify.com/track/6CuMbl3b26uBxUlH1F6JDu,0.0497,0.469,0.956,5.34e-05,2.0,0.38,-4.093,1.0,0.0967,134.922,0.534,6CuMbl3b26uBxUlH1F6JDu
135,2b0237ca-d048-4c53-aa7d-6a4ac8ca0bb8,https://open.spotify.com/track/1cVqfZ3r5xsviAe6HKaFGc,0.0287,0.478,0.928,0.0,7.0,0.168,-5.016,0.0,0.0549,175.085,0.785,1cVqfZ3r5xsviAe6HKaFGc
136,1fff2d58-bb64-4040-aaeb-cc6e77b45116,https://open.spotify.com/track/6uUYdIpODNtc7QbWDLRCeK,0.029,0.457,0.775,1e-05,7.0,0.359,-5.579,0.0,0.0432,184.887,0.813,6uUYdIpODNtc7QbWDLRCeK
137,9cedea95-0f84-4d2b-ae5c-e75affde1eb6,https://open.spotify.com/track/4KWVR93JzJuVZtigaiZSxj,0.561,0.763,0.588,0.00218,2.0,0.117,-8.175,0.0,0.0492,123.922,0.353,4KWVR93JzJuVZtigaiZSxj
138,1adf6d9a-2288-4eb7-b38e-bed907781b33,https://open.spotify.com/track/34dx8DACTJsc3rsJdaEIQw,0.0266,0.732,0.809,0.0,10.0,0.0642,-7.264,0.0,0.0878,116.015,0.253,34dx8DACTJsc3rsJdaEIQw
139,8baf572b-11e4-4f09-a548-041447dc26f0,https://open.spotify.com/track/3vkQ5DAB1qQMYO4Mr9zJN6,0.02,0.749,0.491,0.00899,10.0,0.159,-9.655,1.0,0.0403,119.528,0.536,3vkQ5DAB1qQMYO4Mr9zJN6
140,4ebb098c-fb6b-4def-849f-0ab643d14c71,https://open.spotify.com/track/4eDYMhIin1pSLIG96f1aD0,0.0505,0.569,0.785,1.12e-06,1.0,0.086,-4.057,0.0,0.0457,128.031,0.303,4eDYMhIin1pSLIG96f1aD0
141,aec10970-228c-4cf6-a015-58b67ff2aeb4,https://open.spotify.com/track/4APjoR6Fmrrl707Z1cShHS,0.0484,0.744,0.749,0.0,7.0,0.746,-9.653,1.0,0.248,126.021,0.793,4APjoR6Fmrrl707Z1cShHS
142,ba2c1c45-c2d4-4209-914b-a6bb21135bcb,https://open.spotify.com/track/2vzMWO0T008m86yDnXwkII,0.473,0.537,0.757,0.0,3.0,0.341,-3.374,1.0,0.0274,103.882,0.421,2vzMWO0T008m86yDnXwkII
143,708dd26e-6ef4-4d50-8263-e14e6663ee9f,https://open.spotify.com/track/6393yGahSJ9slVdOwSxOVR,0.399,0.61,0.65,0.0,6.0,0.11,-6.199,1.0,0.0474,106.719,0.507,6393yGahSJ9slVdOwSxOVR
144,2078a690-6e44-4004-809d-20195c403d05,https://open.spotify.com/track/0Ph6L4l8dYUuXFmb71Ajnd,0.00414,0.425,0.954,0.0,1.0,0.0555,-3.756,0.0,0.0476,178.043,0.933,0Ph6L4l8dYUuXFmb71Ajnd
145,bd41b4b5-8267-4197-949d-4d9cdfce72f2,https://open.spotify.com/track/3Yqk2pdNJUtI7VOtweASV8,0.0218,0.673,0.905,0.00501,2.0,0.242,-6.208,1.0,0.0342,125.036,0.853,3Yqk2pdNJUtI7VOtweASV8
146,f5f239ea-0109-45fb-bb58-481e93670e44,https://open.spotify.com/track/3oWZwdnnwsCwMukQbPsEiy,0.00715,0.71,0.994,0.611,2.0,0.29,-4.899,1.0,0.0362,140.04,0.938,3oWZwdnnwsCwMukQbPsEiy
147,4ada56c1-0a3b-4ab1-ac86-7e2581d1385d,https://open.spotify.com/track/37Q5anxoGWYdRsyeXkkNoI,0.0243,0.64,0.852,1.82e-06,1.0,0.0497,-8.119,0.0,0.0345,122.902,0.793,37Q5anxoGWYdRsyeXkkNoI
148,93d3959e-f799-45ac-a67b-3d72becfa889,https://open.spotify.com/track/6nTiIhLmQ3FWhvrGafw2zj,2.64e-05,0.38,0.988,7.86e-05,1.0,0.368,-2.042,1.0,0.0639,186.113,0.769,6nTiIhLmQ3FWhvrGafw2zj
149,80485e66-ed5b-48bd-bfca-8a21b9d164af,https://open.spotify.com/track/4kgTdThcDHfuDS2kKxB7Lc,0.164,0.687,0.771,2.46e-05,6.0,0.112,-4.424,1.0,0.0384,129.964,0.445,4kgTdThcDHfuDS2kKxB7Lc
150,62945eba-6663-4aea-ab22-739ad62b0a19,https://open.spotify.com/track/64yrDBpcdwEdNY9loyEGbX,0.0518,0.268,0.742,0.0,5.0,0.626,-4.939,1.0,0.0355,159.779,0.416,64yrDBpcdwEdNY9loyEGbX
151,4f7473e6-d154-4564-b242-9789c1a0b115,https://open.spotify.com/track/7o7E1nrHWncYY7PY94gCiX,0.103,0.682,0.679,0.00831,1.0,0.204,-11.548,1.0,0.0755,131.157,0.251,7o7E1nrHWncYY7PY94gCiX
152,087bc1b4-5103-4d78-a8ed-cb964244850f,https://open.spotify.com/track/5Nm9ERjJZ5oyfXZTECKmRt,0.588,0.413,0.42,6.39e-05,0.0,0.11,-6.444,1.0,0.0416,84.126,0.185,5Nm9ERjJZ5oyfXZTECKmRt
153,5ce80596-c3e2-45b8-85e5-04d3148a972f,https://open.spotify.com/track/0yM3VmM8gHEVGViKvAbQkc,0.722,0.314,0.378,0.0,1.0,0.0333,-8.282,1.0,0.0339,87.987,0.243,0yM3VmM8gHEVGViKvAbQkc
154,a2c7d7ef-7b5b-4590-a461-96b2a58ff959,https://open.spotify.com/track/6L89mwZXSOwYl76YXfX13s,0.00293,0.442,0.943,8.71e-06,3.0,0.091,-3.205,1.0,0.0602,85.064,0.781,6L89mwZXSOwYl76YXfX13s
155,1c6a5a94-dc48-4e5e-b0f0-1f5982e55f1f,https://open.spotify.com/track/0lvhEsN1zkMzfp2M1o17yy,0.000277,0.559,0.825,0.0,8.0,0.85,-7.465,1.0,0.0299,146.372,0.653,0lvhEsN1zkMzfp2M1o17yy
156,06f92542-1a17-45fb-aa70-e9ec13a88c1c,https://open.spotify.com/track/3Fzlg5r1IjhLk2qRw667od,0.0624,0.632,0.856,0.0,10.0,0.347,-3.463,1.0,0.0348,119.397,0.867,3Fzlg5r1IjhLk2qRw667od
157,d318e6ce-0856-42c9-98e4-faf6f0a72b11,https://open.spotify.com/track/76hfruVvmfQbw0eYn1nmeC,0.152,0.774,0.753,0.0,4.0,0.0371,-5.446,0.0,0.0517,119.002,0.896,76hfruVvmfQbw0eYn1nmeC
158,8a0a33a6-368f-400d-be91-7061403ea763,https://open.spotify.com/track/2NniAhAtkRACaMeYt48xlD,0.000284,0.591,0.935,0.000278,6.0,0.142,-2.664,1.0,0.0478,140.043,0.736,2NniAhAtkRACaMeYt48xlD
159,91e60260-03b5-4e22-839b-5f7049dbba62,https://open.spotify.com/track/6JY1IdkZGeIcPegKxjSKeb,0.00206,0.662,0.739,0.0603,9.0,0.113,-5.354,0.0,0.0322,130.999,0.382,6JY1IdkZGeIcPegKxjSKeb
160,2d8b5636-0ea5-4673-b388-83e65d189c79,https://open.spotify.com/track/1nInOsHbtotAmEOQhtvnzP,0.046,0.562,0.939,0.0,0.0,0.112,-4.282,1.0,0.0475,116.044,0.684,1nInOsHbtotAmEOQhtvnzP
161,8a0b657b-f109-4bfb-9561-4a94540ae241,https://open.spotify.com/track/1dzQoRqT5ucxXVaAhTcT0J,0.0264,0.822,0.739,4.28e-05,1.0,0.181,-4.541,0.0,0.0311,118.99,0.745,1dzQoRqT5ucxXVaAhTcT0J
162,c6de7595-507f-4dd9-84c0-ec7057b07118,https://open.spotify.com/track/0G21yYKMZoHa30cYVi1iA8,0.0195,0.454,0.987,0.279,8.0,0.268,-4.485,1.0,0.0881,123.61,0.316,0G21yYKMZoHa30cYVi1iA8
163,228123fb-c8fb-4933-9cb5-bb9207164718,https://open.spotify.com/track/3L7RtEcu1Hw3OXrpnthngx,0.184,0.731,0.738,0.0,9.0,0.214,-8.125,0.0,0.0377,117.656,0.958,3L7RtEcu1Hw3OXrpnthngx
164,5a437c94-1634-4d81-b4ce-009ab08294e9,https://open.spotify.com/track/0SiywuOBRcynK0uKGWdCnn,0.00314,0.695,0.921,5.26e-05,0.0,0.0842,-3.752,1.0,0.0363,119.007,0.714,0SiywuOBRcynK0uKGWdCnn
165,bbe0d150-b9ff-453d-aab2-29a5eabd6cfd,https://open.spotify.com/track/0lnxrQAd9ZxbhBBe7d8FO8,0.00481,0.683,0.937,0.0046,9.0,0.07,-6.335,1.0,0.0449,104.879,0.619,0lnxrQAd9ZxbhBBe7d8FO8
166,28bd9b5c-3030-47ea-8c22-46644a478705,https://open.spotify.com/track/6x4tKaOzfNJpEJHySoiJcs,0.103,0.622,0.807,0.0,5.0,0.306,-6.752,0.0,0.408,174.06,0.892,6x4tKaOzfNJpEJHySoiJcs
167,5d0e959b-ec17-4eec-8d42-9c7fc2f584cb,https://open.spotify.com/track/7EZC6E7UjZe63f1jRmkWxt,0.0158,0.309,0.649,0.00591,7.0,0.367,-8.994,1.0,0.035,166.915,0.312,7EZC6E7UjZe63f1jRmkWxt
168,35600caf-3867-49b6-a8ad-7018a96b8367,https://open.spotify.com/track/0WbMK4wrZ1wFSty9F7FCgu,0.0502,0.7,0.582,0.0,11.0,0.0881,-5.96,0.0,0.0356,116.712,0.785,0WbMK4wrZ1wFSty9F7FCgu
169,3a847764-1030-487e-935c-29f67f184592,https://open.spotify.com/track/4xdBrk0nFZaP54vvZj0yx7,0.0187,0.742,0.757,0.0,6.0,0.305,-4.981,1.0,0.0421,139.982,0.957,4xdBrk0nFZaP54vvZj0yx7
170,1a85ba68-b5c0-4144-b00a-89529c571d1e,https://open.spotify.com/track/1hyEoJnQvkAyEJpxuOZ6C0,0.0669,0.626,0.667,0.0,6.0,0.181,-6.637,0.0,0.0417,75.006,0.748,1hyEoJnQvkAyEJpxuOZ6C0
171,00adb7d2-ba7d-49cd-92eb-2809fade71fd,https://open.spotify.com/track/0KAiuUOrLTIkzkpfpn9jb9,0.00107,0.765,0.837,1.06e-05,1.0,0.0801,-3.113,0.0,0.032,122.028,0.721,0KAiuUOrLTIkzkpfpn9jb9
172,c03a0e2d-f951-485c-83d5-08e79f96bdd7,https://open.spotify.com/track/4HlFJV71xXKIGcU3kRyttv,0.185,0.673,0.886,0.0,1.0,0.0826,-4.44,0.0,0.0431,97.012,0.795,4HlFJV71xXKIGcU3kRyttv
173,bc6de1e3-445e-4f08-b852-11acc6ca28f4,https://open.spotify.com/track/1QV6tiMFM6fSOKOGLMHYYg,0.119,0.851,0.806,1.72e-06,4.0,0.121,-4.618,1.0,0.0787,119.001,0.774,1QV6tiMFM6fSOKOGLMHYYg
174,de377434-c9ac-46ae-a04a-94d9df8d714d,https://open.spotify.com/track/5vNRhkKd0yEAg8suGBpjeY,0.0283,0.777,0.783,0.0,0.0,0.355,-4.477,0.0,0.26,149.027,0.939,5vNRhkKd0yEAg8suGBpjeY
175,078bf143-a064-4c1c-ad6b-a910f4925094,https://open.spotify.com/track/0A8HsvOQDZwok0iyMflSdW,0.798,0.368,0.384,0.0,0.0,0.0836,-8.068,1.0,0.0436,74.031,0.351,0A8HsvOQDZwok0iyMflSdW
176,1ed2c7fd-fb20-4e30-8e90-e469513451aa,https://open.spotify.com/track/5s5RWM20nO50Ixe2et4uNu,0.685,0.564,0.389,0.0,1.0,0.135,-8.169,1.0,0.179,94.887,0.5,5s5RWM20nO50Ixe2et4uNu
177,600a4890-747d-4717-acf5-e5c39d255341,https://open.spotify.com/track/612SYVkgQ1cbMSkSPIjb36,0.637,0.757,0.704,0.0,6.0,0.188,-5.203,0.0,0.0604,107.974,0.763,612SYVkgQ1cbMSkSPIjb36
178,136e03e1-345c-4b20-a0cc-58e9bee047bd,https://open.spotify.com/track/6YYeBYEpkiR84eCDNPBDoF,0.514,0.505,0.589,0.0,6.0,0.058,-6.916,1.0,0.0852,99.648,0.585,6YYeBYEpkiR84eCDNPBDoF
179,1d07a903-ceaa-4ab6-81f2-87aaa0093cf9,https://open.spotify.com/track/1TfqLAPs4K3s2rJMoCokcS,0.225,0.692,0.711,0.0,0.0,0.12,-7.498,0.0,0.0317,125.135,0.875,1TfqLAPs4K3s2rJMoCokcS
180,a08fd978-4a70-400a-a8d7-ceb3196af10c,https://open.spotify.com/track/2fmCA13dwQQOGBIbIOWRiJ,0.00043,0.49,0.848,8.49e-06,9.0,0.0665,-5.05,1.0,0.0645,175.998,0.698,2fmCA13dwQQOGBIbIOWRiJ
181,01e494a6-2ec1-4164-b8fc-7fcf0b25e539,https://open.spotify.com/track/244AvzGQ4Ksa5637JQu5Gy,0.00481,0.574,0.694,0.0,6.0,0.102,-4.697,1.0,0.0327,109.85,0.401,244AvzGQ4Ksa5637JQu5Gy
182,ce1b70b1-2049-4672-bdb3-151ed690c936,https://open.spotify.com/track/0z5QvYyZ7hJ43Aa2bp2N31,0.00838,0.554,0.738,0.0,2.0,0.551,-4.21,0.0,0.0403,105.003,0.425,0z5QvYyZ7hJ43Aa2bp2N31
183,ae3d24af-595b-4021-a38a-1aa68e3cd27d,https://open.spotify.com/track/53sz4K5pKUWMINwSgD5peH,0.119,0.537,0.753,0.0,10.0,0.161,-4.952,1.0,0.0609,107.352,0.579,53sz4K5pKUWMINwSgD5peH
184,1c2490ce-e73b-459f-b444-79db4e4ffcb0,https://open.spotify.com/track/2fB3nWTsj1Aba2oJsAiTck,0.394,0.791,0.481,0.0,0.0,0.0376,-7.26,1.0,0.0705,121.96,0.659,2fB3nWTsj1Aba2oJsAiTck
185,61fce55e-56aa-4f23-a8ab-c79ea0f33661,https://open.spotify.com/track/03uQyt8Bdnt2paQgCWZl5v,0.091,0.656,0.804,0.0,0.0,0.297,-4.35,1.0,0.0894,111.96,0.489,03uQyt8Bdnt2paQgCWZl5v
186,00cb8f03-e710-4da7-9121-150a7ae70c17,https://open.spotify.com/track/4A1GfEVOELS3vo4tSa6bts,0.0726,0.816,0.633,7.49e-06,8.0,0.224,-6.378,1.0,0.11,134.012,0.403,4A1GfEVOELS3vo4tSa6bts
187,3cafc055-faee-49d9-87d1-142e2e70b138,https://open.spotify.com/track/1zyrjK69LRZCvEmUtJUbsT,0.134,0.271,0.687,0.0,11.0,0.233,-4.368,0.0,0.0542,149.772,0.317,1zyrjK69LRZCvEmUtJUbsT
188,d2d382a6-d509-40ec-9343-db6d9ba5a0bf,https://open.spotify.com/track/6uUE5S0ZYveiVxl05XIH7G,0.241,0.525,0.702,0.0,8.0,0.217,-4.747,1.0,0.365,99.787,0.653,6uUE5S0ZYveiVxl05XIH7G
189,13d4734c-baa5-43c9-bdf3-fb9bf45eb989,https://open.spotify.com/track/15O3cEqfhnudkoMfZcJ7XV,0.0508,0.357,0.699,2.85e-06,7.0,0.403,-5.173,1.0,0.0501,147.477,0.229,15O3cEqfhnudkoMfZcJ7XV
190,726cd15b-598b-4d4f-b4e8-c19fe74abcfe,https://open.spotify.com/track/3iISGrl3JKqPQ4GLqPjVkt,0.164,0.242,0.731,1.21e-06,8.0,0.292,-4.828,0.0,0.0833,180.057,0.265,3iISGrl3JKqPQ4GLqPjVkt
191,74d76b73-b3e0-4087-ac31-7e49c412f583,https://open.spotify.com/track/5cesclKWAhsCcZJDBhkWaa,0.0956,0.679,0.803,0.0,4.0,0.27,-3.326,1.0,0.125,140.033,0.808,5cesclKWAhsCcZJDBhkWaa
192,cb445f8a-31d6-4798-acf1-b040a0886749,https://open.spotify.com/track/42kiFUenq5MVKpmCwjh1Cu,0.1,0.555,0.74,0.0,8.0,0.167,-4.523,1.0,0.129,102.479,0.618,42kiFUenq5MVKpmCwjh1Cu
193,76479f53-7602-4bb5-9f81-c813c8d36129,https://open.spotify.com/track/6NqatMVtEM2iB4FcLGFxrN,0.538,0.864,0.681,0.0,8.0,0.555,-6.032,1.0,0.232,118.061,0.734,6NqatMVtEM2iB4FcLGFxrN
194,11432b6b-be32-4851-af54-38ff0dacbd20,https://open.spotify.com/track/0QCM97jGFzXZCxsWm3sgQ5,0.688,0.499,0.45,0.0,8.0,0.0645,-8.201,1.0,0.0544,134.932,0.36,0QCM97jGFzXZCxsWm3sgQ5
195,272f816b-b323-4aba-9d07-43749006a550,https://open.spotify.com/track/5L5N8YOsBxdzR9h9sudBgG,0.518,0.537,0.664,0.0,3.0,0.0665,-6.503,1.0,0.0951,106.198,0.563,5L5N8YOsBxdzR9h9sudBgG
196,a301f54b-0529-4e42-9bae-79c4bfb67823,https://open.spotify.com/track/7yxJmjusZamXwg4mZdnHxa,0.794,0.423,0.23,0.0,9.0,0.0872,-14.205,1.0,0.0859,80.854,0.211,7yxJmjusZamXwg4mZdnHxa
197,5bc8ef40-a219-4c81-a4c8-68db4878e895,https://open.spotify.com/track/5zkR2vfAGuzLeOL7MNKYvk,0.677,0.671,0.628,0.0,1.0,0.321,-6.417,1.0,0.239,120.815,0.744,5zkR2vfAGuzLeOL7MNKYvk
198,dbb525ce-d1fb-42a8-afbc-90f996ae2234,https://open.spotify.com/track/0YmK2XraSa4UQR07q4FQvR,0.467,0.749,0.77,0.0,9.0,0.0651,-4.959,1.0,0.106,111.968,0.856,0YmK2XraSa4UQR07q4FQvR
199,2fb16dcb-7e40-4260-b1e5-661233afd3f5,https://open.spotify.com/track/1vTlUeZQx3G063arrFeyrT,0.0306,0.795,0.758,1.38e-06,11.0,0.269,-6.289,1.0,0.0712,115.99,0.821,1vTlUeZQx3G063arrFeyrT
200,41f6fb8d-e396-406e-a619-eb6ca3774e6c,https://open.spotify.com/track/7FIrk5lA1IalpZ3OtieeC8,0.175,0.627,0.709,0.0,3.0,0.242,-4.692,1.0,0.0726,107.802,0.791,7FIrk5lA1IalpZ3OtieeC8
201,4491e17b-778c-4c0d-8ea7-162940068bd9,https://open.spotify.com/track/0gMW8XpPFPjoApDii5Tj1u,0.316,0.549,0.705,0.0,9.0,0.12,-5.563,1.0,0.0564,146.024,0.52,0gMW8XpPFPjoApDii5Tj1u
202,1f7c62f5-6498-467d-829b-8eb9edeede24,https://open.spotify.com/track/4nna9JONFIwr98bcX6tlta,0.168,0.677,0.731,0.0,7.0,0.103,-5.708,1.0,0.12,97.864,0.603,4nna9JONFIwr98bcX6tlta
