,ArtistId,SongId
173,0LcJLqbBmaGUft1e9Mm8HV,0GjEhVFGZW8afUYGChu3Rr
174,0LcJLqbBmaGUft1e9Mm8HV,3vkQ5DAB1qQMYO4Mr9zJN6
175,1vCWHaC5f2uS3yhpwWbIA6,4eDYMhIin1pSLIG96f1aD0
176,5lpH0xAS4fVfLkACg9DAuM,0ikz6tENMONtK6qGkOrU3c
177,5e4Dhzv426EvQe3aDb64jL,4FUfoWMypAyWbOavmYyeNu
178,13saZpZnCDWOI9D4IJhp1f,41gi9iAWpFW3ps8Tvii6z0
179,13saZpZnCDWOI9D4IJhp1f,4XE98WRGbBGRZ7jQ9wIwFt
180,13saZpZnCDWOI9D4IJhp1f,79z9QkhHePTFsSeVw9uyj0
181,1HY2Jd0NmPuamShAr6KMms,6nCDnzErqalOaIY3EJM8NK
182,6vWDO969PvNqNYHIOW5v0m,6nCDnzErqalOaIY3EJM8NK
183,1HY2Jd0NmPuamShAr6KMms,1dzQoRqT5ucxXVaAhTcT0J
184,7fObcBw9VM3x7ntWKCYl0z,1dzQoRqT5ucxXVaAhTcT0J
185,1HY2Jd0NmPuamShAr6KMms,0SiywuOBRcynK0uKGWdCnn
186,1HY2Jd0NmPuamShAr6KMms,1QV6tiMFM6fSOKOGLMHYYg
187,1HY2Jd0NmPuamShAr6KMms,0iOu4s8w3pE9vbpb1SHXsL
188,6T5tfhQCknKG4UnH90qGnz,76hfruVvmfQbw0eYn1nmeC
189,3BmGtnKgCSGYIUhmivXKWX,6JY1IdkZGeIcPegKxjSKeb
190,3BmGtnKgCSGYIUhmivXKWX,1nInOsHbtotAmEOQhtvnzP
191,6xeFne1rkxMhKSW3ipvkdV,3Fzlg5r1IjhLk2qRw667od
192,46lnlnlU0dXTDpoAUmH6Qx,6x4tKaOzfNJpEJHySoiJcs
193,7slfeZO9LsJbWgpkIoXBUJ,0Ph6L4l8dYUuXFmb71Ajnd
194,7xkAwz0bQTGDSbkofyQt3U,37Q5anxoGWYdRsyeXkkNoI
195,1aX2dmV8XoHYCOQRxjPESG,3L7RtEcu1Hw3OXrpnthngx
196,7daPb40K64rRtF36wd3ZOk,0yM3VmM8gHEVGViKvAbQkc
197,3DgcBA7P0ji5co7Z1Gfp2Q,0yM3VmM8gHEVGViKvAbQkc
198,73Np75Wv2tju61Eo9Zw4IR,0yM3VmM8gHEVGViKvAbQkc
199,1e6BRnFiiwNZl04xu1yqmi,0yM3VmM8gHEVGViKvAbQkc
200,3FUY2gzHeIiaesXtOAdB7A,2NniAhAtkRACaMeYt48xlD
201,3FUY2gzHeIiaesXtOAdB7A,4HlFJV71xXKIGcU3kRyttv
202,3FUY2gzHeIiaesXtOAdB7A,0KAiuUOrLTIkzkpfpn9jb9
203,0du5cEVh5yTK9QJze8zA0C,6SKwQghsR8AISlxhcwyA9R
204,057gc1fxmJ2vkctjQJ7Tal,7o7E1nrHWncYY7PY94gCiX
205,0SdiiPkr02EUdekHZJkt58,0lnxrQAd9ZxbhBBe7d8FO8
206,06HL4z0CvFAxyc27GXpf02,4kgTdThcDHfuDS2kKxB7Lc
207,7GlBOeep6PqTfFi59PTUUN,6393yGahSJ9slVdOwSxOVR
208,3eVa5w3URK5duf6eyVDbu9,5vNRhkKd0yEAg8suGBpjeY
209,0du5cEVh5yTK9QJze8zA0C,5vNRhkKd0yEAg8suGBpjeY
210,7GlBOeep6PqTfFi59PTUUN,4xdBrk0nFZaP54vvZj0yx7
211,7GlBOeep6PqTfFi59PTUUN,0WbMK4wrZ1wFSty9F7FCgu
212,7t0rwkOPGlDPEhaOcVtOt9,7EZC6E7UjZe63f1jRmkWxt
213,2wY79sveU1sp5g7SokKOiI,5Nm9ERjJZ5oyfXZTECKmRt
214,1VBflYyxBhnDc9uVib98rw,1rhXXcrYp9RRObN5gsmqCU
215,25uiPmTg16RbhZWAqwLBy5,1rhXXcrYp9RRObN5gsmqCU
216,2KsP6tYLJlTBvSUxnwlVWa,495O1Affo7AurEPQcvcr18
217,1Bo8Afb2Qbjs4x6kJHyjle,495O1Affo7AurEPQcvcr18
218,7oPftvlwr6VrsViSDV7fJY,0lvhEsN1zkMzfp2M1o17yy
219,7oPftvlwr6VrsViSDV7fJY,6L89mwZXSOwYl76YXfX13s
220,7oPftvlwr6VrsViSDV7fJY,5GorCbAP4aL0EJ16frG2hd
221,7oPftvlwr6VrsViSDV7fJY,6nTiIhLmQ3FWhvrGafw2zj
222,7oPftvlwr6VrsViSDV7fJY,64yrDBpcdwEdNY9loyEGbX
223,3qm84nBOXUEQ2vnTfUTTFC,0G21yYKMZoHa30cYVi1iA8
224,1kMfh3vEY0iWX9SDVjvdsd,1hyEoJnQvkAyEJpxuOZ6C0
225,17UkABEasVRlCcIFZ3wHb7,3Yqk2pdNJUtI7VOtweASV8
226,17UkABEasVRlCcIFZ3wHb7,3oWZwdnnwsCwMukQbPsEiy
227,6tbjWDEIzxoDsBA1FuhfPW,22sLuJYcvZOSoLLRYev1s5
228,6tbjWDEIzxoDsBA1FuhfPW,1z3ugFmUKoCzGsI6jdY4Ci
229,0NKDgy9j66h3DLnN8qu1bB,1TfqLAPs4K3s2rJMoCokcS
230,5MspMQqdVbdwP6ax3GXqum,1TfqLAPs4K3s2rJMoCokcS
231,7gcCQIlkkfbul5Mt0jBQkg,1TfqLAPs4K3s2rJMoCokcS
232,79bxUQsBIXO8nVLB9fYKf7,60FMRlhIQBSUlejDyPRKAU
233,5MmVJVhhYKQ86izuGHzJYA,2TdDRjNiF1HuRvnclprnce
234,5MmVJVhhYKQ86izuGHzJYA,1vTlUeZQx3G063arrFeyrT
235,0E3lRHTut04XpirvWC45bn,6YYeBYEpkiR84eCDNPBDoF
236,5yCkSShz4MTqE4Lp6fVZMz,6YYeBYEpkiR84eCDNPBDoF
237,4KyX6IwYaHVTz4KSHtMJw0,6YYeBYEpkiR84eCDNPBDoF
238,4KyX6IwYaHVTz4KSHtMJw0,0YmK2XraSa4UQR07q4FQvR
239,0LOUFAF4plAL7N5hiklRfU,0YmK2XraSa4UQR07q4FQvR
240,6bXrSoj1NMYCqAp0dEc9NQ,0YmK2XraSa4UQR07q4FQvR
241,1ARh5HbkQj54uNxQiVWyQQ,0YmK2XraSa4UQR07q4FQvR
242,69WIieNeF3i0ldgbM9Z00Y,0YmK2XraSa4UQR07q4FQvR
243,2uZSmvyPg0kEoerFjAe0hq,5zkR2vfAGuzLeOL7MNKYvk
244,74c9px24FOFK37ZVY9nYPt,5zkR2vfAGuzLeOL7MNKYvk
245,0E3lRHTut04XpirvWC45bn,7yxJmjusZamXwg4mZdnHxa
246,5yCkSShz4MTqE4Lp6fVZMz,7yxJmjusZamXwg4mZdnHxa
247,6hZR3bzXEjjaqDZQbZAVML,7yxJmjusZamXwg4mZdnHxa
248,4oDa6M02fyYAXln8BOTjyx,7yxJmjusZamXwg4mZdnHxa
249,4oDa6M02fyYAXln8BOTjyx,612SYVkgQ1cbMSkSPIjb36
250,6hZR3bzXEjjaqDZQbZAVML,612SYVkgQ1cbMSkSPIjb36
251,5yCkSShz4MTqE4Lp6fVZMz,612SYVkgQ1cbMSkSPIjb36
252,5pESuWfJEKxJdEEhZKFDC5,612SYVkgQ1cbMSkSPIjb36
253,6Mbytr4DD854L4vp4J1LEj,612SYVkgQ1cbMSkSPIjb36
254,5yCkSShz4MTqE4Lp6fVZMz,5L5N8YOsBxdzR9h9sudBgG
255,0E3lRHTut04XpirvWC45bn,5L5N8YOsBxdzR9h9sudBgG
256,6hZR3bzXEjjaqDZQbZAVML,6NqatMVtEM2iB4FcLGFxrN
257,4oDa6M02fyYAXln8BOTjyx,6NqatMVtEM2iB4FcLGFxrN
258,5yCkSShz4MTqE4Lp6fVZMz,6NqatMVtEM2iB4FcLGFxrN
259,5U2zidY0OdTB6P5axinwOZ,6NqatMVtEM2iB4FcLGFxrN
260,5pESuWfJEKxJdEEhZKFDC5,6NqatMVtEM2iB4FcLGFxrN
261,0E3lRHTut04XpirvWC45bn,0QCM97jGFzXZCxsWm3sgQ5
262,5yCkSShz4MTqE4Lp6fVZMz,0QCM97jGFzXZCxsWm3sgQ5
263,0LyfQWJT6nXafLPZqxe9Of,5taEkpLAKpaBl9ONW6AOup
264,5U2zidY0OdTB6P5axinwOZ,5taEkpLAKpaBl9ONW6AOup
265,5pESuWfJEKxJdEEhZKFDC5,5taEkpLAKpaBl9ONW6AOup
266,6Mbytr4DD854L4vp4J1LEj,5taEkpLAKpaBl9ONW6AOup
267,5yCkSShz4MTqE4Lp6fVZMz,5s5RWM20nO50Ixe2et4uNu
268,6u0kZHLrtCxD7vEqIO5Knt,5s5RWM20nO50Ixe2et4uNu
269,5pESuWfJEKxJdEEhZKFDC5,5s5RWM20nO50Ixe2et4uNu
270,5U2zidY0OdTB6P5axinwOZ,5s5RWM20nO50Ixe2et4uNu
271,6Mbytr4DD854L4vp4J1LEj,5s5RWM20nO50Ixe2et4uNu
